text,label
write code for a REST API in Flask,GENERATE_CODE
"I got x = 0 and x = 3, check if my answer is correct",CHECK_MATH_SOLUTION
show the parts of a four-stroke engine,DRAW_LABELED_DIAGRAM
did I get the chemistry right,CHECK_ANSWER
make a flowchart for the TCP handshake,DRAW_FLOWCHART
give a proof of the mean value theorem,PROVE_THEOREM
help me interpret these confidence intervals,RESULT_INTERPRETATION
explain attention mechanisms as if I knew nothing about it,ELI5_EXPLANATION
design an efficient approach for load balancing,ALGORITHM_DESIGN
find the bug causing segmentation faults in my linked list code,DEBUG_CODE
design an algorithm for matching students to projects,ALGORITHM_DESIGN
explain special relativity using an analogy,ANALOGY_GENERATION
what's the intuitive idea behind wave-particle duality,EXPLAIN_INTUITIVELY
what does negative temperature represent physically,EXPLAIN_PHYSICAL_MEANING
propose a research idea for computer vision,RESEARCH_IDEA
explain ambiguity in context-free grammars in the simplest terms,ELI5_EXPLANATION
make a revision sheet for data structures,SUMMARIZE_NOTES
what's an open problem in distributed systems,RESEARCH_IDEA
explain the limitations of this preprint,CRITIQUE_METHOD
Add important points and labels to this graph.,VISUALIZATION_IMPROVEMENT
derive the Lorentz force law,DERIVE_EQUATION
derive the equation for the kinematic equations,DERIVE_EQUATION
what is the Big-O of this Python recursion code,FIND_COMPLEXITY
debug my binary search function,DEBUG_CODE
derive the equation for the ideal gas law,DERIVE_EQUATION
make this merge sort faster,OPTIMIZE_CODE
summarize the literature on federated learning,LITERATURE_REVIEW
interpret these confusion matrix results,RESULT_INTERPRETATION
write a literature review on post-quantum cryptography,LITERATURE_REVIEW
analyze whether this theorem proof is correct,VERIFY_REASONING
explain matrix rank in the simplest terms,ELI5_EXPLANATION
check my proof of this algorithm,VERIFY_REASONING
work through e^x cos(x) step by step,SOLVE_STEP_BY_STEP
what does this sorting function do,EXPLAIN_CODE
what is the derivative of 1/(1+x^2),DIFFERENTIATE_FUNCTION
illustrate a neuron with labels,DRAW_LABELED_DIAGRAM
Generate Arduino code.,GENERATE_CODE
whats wrong with this graph,VISUALIZATION_IMPROVEMENT
review this graph for clarity,VISUALIZATION_IMPROVEMENT
summarize my notes on digital logic,SUMMARIZE_NOTES
review this graph for colors,VISUALIZATION_IMPROVEMENT
why is my model overfitting,MODEL_EXPLANATION
what does imaginary time represent physically,EXPLAIN_PHYSICAL_MEANING
can this dynamic programming solution be optimized,OPTIMIZE_CODE
graph y = -x^2 + 4,GRAPH_FUNCTION
fix the axes on this graph,VISUALIZATION_IMPROVEMENT
test my understanding of machine learning,CREATE_QUIZ
show a proof for the mean value theorem,PROVE_THEOREM
is my this problem answer correct,CHECK_ANSWER
show the steps of DNA replication as a flowchart,DRAW_FLOWCHART
factor x^2 - 4,FACTOR_EXPRESSION
find the bug causing segmentation faults in this merge sort,DEBUG_CODE
illustrate a plant cell with labels,DRAW_LABELED_DIAGRAM
which variables should I drop in these survey results,FEATURE_SELECTION
spot the flaw in my force calculation,FIND_ERROR
what are the weaknesses of this journal article,CRITIQUE_METHOD
generate a REST API in Flask,GENERATE_CODE
make flashcards on operating systems,CREATE_FLASHCARDS
Graph y=x^3-3x.,GRAPH_FUNCTION
create flashcards for computer networks,CREATE_FLASHCARDS
write code for quicksort in Python,GENERATE_CODE
explain my linked list code,EXPLAIN_CODE
Find the transfer function.,SIGNAL_ANALYSIS
explain dynamic programming as if I knew nothing about it,ELI5_EXPLANATION
What's the time complexity?,FIND_COMPLEXITY
show y = x^2 on a coordinate plane,GRAPH_FUNCTION
what is the Big-O of my binary search function,FIND_COMPLEXITY
determine the frequency response,SIGNAL_ANALYSIS
explain complex numbers,EXPLAIN_CONCEPT
finish this this sorting function,COMPLETE_CODE
create a quiz on digital logic,CREATE_QUIZ
what features matter most in my model,FEATURE_SELECTION
show the derivation of the quadratic formula,DERIVE_FORMULA
evaluate the experimental design of this study,CRITIQUE_METHOD
explain the central limit theorem intuitively,EXPLAIN_INTUITIVELY
analyze the time complexity of my binary search function,FIND_COMPLEXITY
how would you design a distributed system,SYSTEM_DESIGN
calculate the kinetic energy of a 2 kg ball at 3 m/s,SOLVE_NUMERICAL
explain SLAM using an analogy,ANALOGY_GENERATION
give practical applications of dynamic programming,REAL_WORLD_APPLICATION
design an efficient approach for finding the shortest path,ALGORITHM_DESIGN
generate flashcards for compiler design,CREATE_FLASHCARDS
derive the sum of an arithmetic series,DERIVE_FORMULA
find the frequency response,SIGNAL_ANALYSIS
give me a summary of machine learning,SUMMARIZE_NOTES
improve the colors of this graph,VISUALIZATION_IMPROVEMENT
explain entropy intuitively,EXPLAIN_INTUITIVELY
create flashcards for cryptography,CREATE_FLASHCARDS
"This graph is hard to read on a small screen, fix it.",VISUALIZATION_IMPROVEMENT
verify the units in this formula,UNIT_ANALYSIS
suggest improvements because my model performing poorly on test data,MODEL_EXPLANATION
come up with an algorithm to matching students to projects,ALGORITHM_DESIGN
find the complexity of this algorithm,FIND_COMPLEXITY
Design a traffic light controller.,SYSTEM_DESIGN
